text_original,text_cleaned,text_lemmatized,text_stemmed,sentiment,sentiment_label,url_count,mention_count,hashtag_count,hashtags,user,vader_score,textblob_score,avg_sentiment,sentiment_category
Post NINJA show coffee &amp; &quot;dinner&quot; at IHOP. All restarants are closed ,post ninja show coffee amp quotdinnerquot at ihop all restarants are closed,post ninja show coffee amp quotdinnerquot ihop restarants closed,post ninja show coffe amp quotdinnerquot ihop restar close,0,Negative,0,0,0,,aka_varia,0.0,-0.1,-0.05,Neutral
Drinking poo coffee cause its cheaper... ,drinking poo coffee cause its cheaper,drinking poo coffee cause cheaper,drink poo coffe caus cheaper,0,Negative,0,0,0,,custard_guts,0.0,0.0,0.0,Neutral
im getting sleepy guys.....i need my coffee!!! ,im getting sleepy guysi need my coffee,im getting sleepy guysi need coffee,im get sleepi guysi need coffe,0,Negative,0,0,0,,KComer,0.0,0.0,0.0,Neutral
to be honest...wasting my time xD  it's just that i drank a cup of coffee and now i can't sleep ,to be honestwasting my time xd its just that i drank a cup of coffee and now i cant sleep,honestwasting time xd drank cup coffee cant sleep,honestwast time xd drank cup coffe cant sleep,0,Negative,0,0,0,,joriland,0.5859,0.0,0.29295,Positive
Double expresso shots dont do shit to me anymore  i have high tolerance for coffee now. I'm turning into Asha!,double expresso shots dont do shit to me anymore i have high tolerance for coffee now im turning into asha,double expresso shot dont shit anymore high tolerance coffee im turning asha,doubl expresso shot dont shit anymor high toler coffe im turn asha,0,Negative,0,0,0,,aaangelinee,0.6615,0.0,0.33075,Positive
Drinking a liter of Coffee.. ,drinking a liter of coffee,drinking liter coffee,drink liter coffe,0,Negative,0,0,0,,Franvi,0.0,0.0,0.0,Neutral
@Fearnecotton Coffee never works for me in the mornings ,coffee never works for me in the mornings,coffee never work morning,coffe never work morn,0,Negative,0,1,0,,Insane_Gamer,0.0,0.0,0.0,Neutral
i spilled coffee all over my room ,i spilled coffee all over my room,spilled coffee room,spill coffe room,0,Negative,0,0,0,,AnnA_LySe,0.0,0.0,0.0,Neutral
@ch33symac Aw  hope it's really good coffee,aw hope its really good coffee,aw hope really good coffee,aw hope realli good coffe,0,Negative,0,1,0,,jocelynilla,0.7264,0.7,0.7132000000000001,Positive
Making tea instead of coffee this morning. Doctor's orders.  I weep for my coffee.,making tea instead of coffee this morning doctors orders i weep for my coffee,making tea instead coffee morning doctor order weep coffee,make tea instead coffe morn doctor order weep coffe,0,Negative,0,0,0,,QueenofSpain,-0.5719,0.0,-0.28595,Negative
Coffee time again. Then off to drop off Pris to the airport     :bigcry:,coffee time again then off to drop off pris to the airport bigcry,coffee time drop pris airport bigcry,coffe time drop pri airport bigcri,0,Negative,0,0,0,,CookyMnstr,-0.2732,0.0,-0.1366,Negative
I'm planning to hunt down the coffee culprit @ Manpower - that is the person who leaves the dispenser empty all the time ,im planning to hunt down the coffee culprit manpower that is the person who leaves the dispenser empty all the time,im planning hunt coffee culprit manpower person leaf dispenser empty time,im plan hunt coffe culprit manpow person leav dispens empti time,0,Negative,0,0,0,,jdavidson,-0.2023,-0.1277777777777778,-0.1650388888888889,Negative
"is at starbucks podium. no money, no coffee. cookie only  http://plurk.com/p/wl1g9",is at starbucks podium no money no coffee cookie only,starbucks podium money coffee cookie,starbuck podium money coffe cooki,0,Negative,1,0,0,,jillaquino,-0.0803,0.0,-0.04015,Neutral
@easymak caribou's a coffee chain up here. it's pretty much as big as starbucks but the coffee sucks and the chai tastes like dirty water ,caribous a coffee chain up here its pretty much as big as starbucks but the coffee sucks and the chai tastes like dirty water,caribou coffee chain pretty much big starbucks coffee suck chai taste like dirty water,carib coffe chain pretti much big starbuck coffe suck chai tast like dirti water,0,Negative,0,1,0,,inthebatsmouth,-0.4118,-0.16249999999999998,-0.28715,Negative
pressed the wrong button on the coffee machine. It's now cleaning itself for ages instead of giving me the kick for diving into the day ,pressed the wrong button on the coffee machine its now cleaning itself for ages instead of giving me the kick for diving into the day,pressed wrong button coffee machine cleaning age instead giving kick diving day,press wrong button coffe machin clean age instead give kick dive day,0,Negative,0,0,0,,gomadch,-0.1027,-0.5,-0.30135,Negative
"Finally at the hotel   Aah, coffee + family guy, then fucking sleeeep!",finally at the hotel aah coffee family guy then fucking sleeeep,finally hotel aah coffee family guy fucking sleeeep,final hotel aah coffe famili guy fuck sleeeep,0,Negative,0,0,0,,lalalamocha,0.0,-0.375,-0.1875,Negative
"Need coffee, black... But only coffee mix around ",need coffee black but only coffee mix around,need coffee black coffee mix around,need coffe black coffe mix around,0,Negative,0,0,0,,AdiWriter,0.0,-0.08333333333333333,-0.041666666666666664,Neutral
have to be at work at 6:30 am   so come visit me at stompin' grounds on SoCo and get some coffee (or a drank...i won't tell).,have to be at work at am so come visit me at stompin grounds on soco and get some coffee or a dranki wont tell,work come visit stompin ground soco get coffee dranki wont tell,work come visit stompin ground soco get coffe dranki wont tell,0,Negative,0,0,0,,NolanFellows,0.0,0.0,0.0,Neutral
@jasonsechrest updates are indeed necessary...I fear you are way behind  Ive been busy busy...but lets at least coffee soon!,updates are indeed necessaryi fear you are way behind ive been busy busybut lets at least coffee soon,update indeed necessaryi fear way behind ive busy busybut let least coffee soon,updat inde necessaryi fear way behind ive busi busybut let least coffe soon,0,Negative,0,1,0,,ElleMcFierceson,-0.5411,-0.225,-0.38305,Negative
@AlexNevamind I don't drink coffee.  Times like these are when i wish I had a DVR. I could tape it the old fashioned way w/ the VCR,i dont drink coffee times like these are when i wish i had a dvr i could tape it the old fashioned way w the vcr,dont drink coffee time like wish dvr could tape old fashioned way w vcr,dont drink coffe time like wish dvr could tape old fashion way w vcr,0,Negative,0,1,0,,bigdbc,0.6369,0.1,0.36845,Positive
Had strong coffee. Still sleepy. Ugh! ,had strong coffee still sleepy ugh,strong coffee still sleepy ugh,strong coffe still sleepi ugh,0,Negative,0,0,0,,ymaethetrinket,0.2003,0.5416666666666666,0.37098333333333333,Positive
schedule for todayrive sisters to school/get coffee..gym for 2 hours..red cross..driving mommy into work..picking ally up..ds..class ,schedule for todayrive sisters to schoolget coffeegym for hoursred crossdriving mommy into workpicking ally updsclass,schedule todayrive sister schoolget coffeegym hoursred crossdriving mommy workpicking ally updsclass,schedul todayr sister schoolget coffeegym hoursr crossdriv mommi workpick alli updsclass,0,Negative,0,0,0,,KelleyLynn89,0.0,0.0,0.0,Neutral
"Im telling you, twitter, dont drink so much coffee before you try to go to sleep. Rookie ",im telling you twitter dont drink so much coffee before you try to go to sleep rookie,im telling twitter dont drink much coffee try go sleep rookie,im tell twitter dont drink much coffe tri go sleep rooki,0,Negative,0,0,0,,eli_whitney,0.0,0.2,0.1,Positive
@polaughlin sweet action cake baker! sorry I put coffee in it and ruined the bottom half ,sweet action cake baker sorry i put coffee in it and ruined the bottom half,sweet action cake baker sorry put coffee ruined bottom half,sweet action cake baker sorri put coffe ruin bottom half,0,Negative,0,1,0,,mloreno,-0.1759,-0.04791666666666667,-0.11190833333333333,Negative
Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,went to di bella coffee roasters today and asked for a job the person i needed to speak to is on holiday fb,went di bella coffee roaster today asked job person needed speak holiday fb,went di bella coffe roaster today ask job person need speak holiday fb,0,Negative,0,0,1,fb,ignoredt,0.4019,0.0,0.20095,Positive
@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,i won my th grade spelling bee went down trailing flames on st word at county spelling bee,th grade spelling bee went trailing flame st word county spelling bee,th grade spell bee went trail flame st word counti spell bee,0,Negative,1,1,0,,achura,0.5719,-0.15555555555555559,0.2081722222222222,Positive
"drinking some really nice coffee, got to go to the dentist at 9am this morning ",drinking some really nice coffee got to go to the dentist at am this morning,drinking really nice coffee got go dentist morning,drink realli nice coffe got go dentist morn,0,Negative,0,0,0,,RichTracey,0.4754,0.6,0.5377,Positive
"@rmilana Hey, Wahts happening in #coffeclub..? I didnt have coffee for two days now  @dharshana",hey wahts happening in coffeclub i didnt have coffee for two days now,hey wahts happening coffeclub didnt coffee two day,hey waht happen coffeclub didnt coffe two day,0,Negative,0,2,1,coffeclub,ArunBasilLal,0.0,0.0,0.0,Neutral
@aravindkumar Whats up today..? missed the #coffeeclub that day ,whats up today missed the coffeeclub that day,whats today missed coffeeclub day,what today miss coffeeclub day,0,Negative,0,1,1,coffeeclub,ArunBasilLal,-0.296,0.0,-0.148,Negative
"@thecoffeewhore I'm sowwy.   It sucks, I know, I've been there. Yay for half days though!",im sowwy it sucks i know ive been there yay for half days though,im sowwy suck know ive yay half day though,im sowwi suck know ive yay half day though,0,Negative,0,1,0,,BlackKat1979,0.2942,-0.25416666666666665,0.020016666666666683,Neutral
itï¿½s raining... I hate rain...  going to shop and drink coffee all day.,itï¿½s raining i hate rain going to shop and drink coffee all day,itï¿½s raining hate rain going shop drink coffee day,itï¿½ rain hate rain go shop drink coffe day,0,Negative,0,0,0,,juanitaaam,-0.5719,-0.8,-0.6859500000000001,Negative
"just got up, smoking a cig and drinking coffee.. i need to start working on my final project for the univ ",just got up smoking a cig and drinking coffee i need to start working on my final project for the univ,got smoking cig drinking coffee need start working final project univ,got smoke cig drink coffe need start work final project univ,0,Negative,0,0,0,,assafwa,0.0,0.0,0.0,Neutral
I cut my thumb on a broken coffee pot. ,i cut my thumb on a broken coffee pot,cut thumb broken coffee pot,cut thumb broken coffe pot,0,Negative,0,0,0,,iJeremy,-0.6369,-0.4,-0.5184500000000001,Negative
If I were a transformer... I'd step on people just to hear them *squoosh*. But I'm not so I guess I'll just have a cup of coffee instead. ,if i were a transformer id step on people just to hear them squoosh but im not so i guess ill just have a cup of coffee instead,transformer id step people hear squoosh im guess ill cup coffee instead,transform id step peopl hear squoosh im guess ill cup coffe instead,0,Negative,0,0,0,,ricktaps,0.0,0.0,0.0,Neutral
working from home and ran out of coffee! ,working from home and ran out of coffee,working home ran coffee,work home ran coffe,0,Negative,0,0,0,,burin,0.0,0.0,0.0,Neutral
One lactose pill is not enough for coffee....oopse ,one lactose pill is not enough for coffeeoopse,one lactose pill enough coffeeoopse,one lactos pill enough coffeeoops,0,Negative,0,0,0,,mokulen22,0.0,0.0,0.0,Neutral
Just had an iced coffee. Christ that tasted nasty ,just had an iced coffee christ that tasted nasty,iced coffee christ tasted nasty,ice coffe christ tast nasti,0,Negative,0,0,0,,dylanparry,-0.5574,-1.0,-0.7787,Negative
@SteveChaiGuy Your Steve Chai sounds awesome. *wishes she had one now* But I'm stuck with: Idon'tknowwhatdamnbrandcoffeethisis  ,your steve chai sounds awesome wishes she had one now but im stuck with idontknowwhatdamnbrandcoffeethisis,steve chai sound awesome wish one im stuck idontknowwhatdamnbrandcoffeethisis,steve chai sound awesom wish one im stuck idontknowwhatdamnbrandcoffeethisi,0,Negative,0,1,0,,FakerGigi,0.09,1.0,0.545,Positive
